Name,Team,GP,,G,,A,,Pts,,+/-,,PIM,,Hits,,BkS,,FW,,FL,,FO%,,PPG,,PPA,,SHG,,SHA,,GW,,SOG,,Pct,
 Justin Abdelkader,DET,25,,4,,5,,9,,-6,,19,,61,,9,,1,,4,,0.2,,2,,0,,0,,1,,0,,42,,0.095,
 Tomas Hertl,SAN,17,,4,,5,,9,,0,,10,,26,,5,,88,,69,,0.561,,1,,1,,0,,0,,1,,39,,0.103,
 Kevin Fiala,NAS,32,,6,,3,,9,,0,,10,,36,,11,,0,,0,,N/A,,0,,0,,0,,0,,1,,73,,0.082,
 Jannik Hansen,VAN,18,,5,,4,,9,,0,,25,,18,,3,,0,,0,,N/A,,0,,0,,0,,0,,1,,30,,0.167,
 Calvin de Haan,NYI,41,,2,,7,,9,,6,,28,,69,,110,,0,,0,,N/A,,0,,0,,0,,0,,0,,57,,0.035,
 Brad Richardson,ARI,16,,5,,4,,9,,-1,,15,,19,,7,,121,,109,,0.526,,0,,0,,2,,1,,0,,25,,0.2,
 Anthony DeAngelo,ARI,20,,3,,6,,9,,-4,,14,,11,,28,,0,,0,,N/A,,2,,4,,0,,0,,0,,38,,0.079,
 Dmitrij Jaskin,STL,34,,1,,8,,9,,4,,12,,63,,12,,3,,4,,0.429,,0,,0,,0,,0,,0,,35,,0.029,
 Cody Franson,BUF,39,,1,,8,,9,,1,,24,,45,,36,,0,,0,,N/A,,1,,0,,0,,0,,0,,57,,0.018,
 David Desharnais,MON,25,,3,,6,,9,,4,,4,,1,,5,,58,,71,,0.45,,0,,2,,0,,0,,0,,23,,0.13,
 Anthony Duclair,ARI,39,,3,,6,,9,,-4,,14,,16,,14,,4,,1,,0.8,,0,,1,,0,,0,,0,,52,,0.058,
 Patrick Wiercioch,COL,36,,3,,6,,9,,-11,,17,,31,,38,,0,,0,,N/A,,0,,0,,0,,0,,0,,45,,0.067,
 Brooks Orpik,WAS,42,,0,,9,,9,,17,,16,,98,,61,,0,,0,,N/A,,0,,0,,0,,0,,0,,43,,0,
 Brandon Manning,PHI,39,,3,,6,,9,,-5,,40,,76,,35,,0,,0,,N/A,,0,,0,,1,,0,,1,,52,,0.058,
 Paul Postma,WPG,40,,0,,9,,9,,-1,,6,,22,,27,,0,,0,,N/A,,0,,0,,0,,0,,0,,29,,0,
 Matthew Benning,EDM,33,,2,,7,,9,,2,,15,,64,,36,,0,,0,,N/A,,0,,2,,0,,0,,0,,43,,0.047,
 Devin Setoguchi,LOS,37,,4,,5,,9,,-6,,6,,47,,10,,2,,2,,0.5,,0,,1,,0,,0,,0,,50,,0.08,
 Francois Beauchemin,COL,40,,1,,8,,9,,-2,,14,,34,,94,,0,,0,,N/A,,0,,2,,0,,0,,0,,53,,0.019,
 Brandon Carlo,BOS,46,,3,,6,,9,,5,,31,,48,,68,,0,,0,,N/A,,0,,0,,0,,0,,0,,53,,0.057,
 Andy Greene,NJD,39,,3,,6,,9,,-11,,2,,33,,79,,0,,0,,N/A,,0,,1,,1,,0,,1,,51,,0.059,
 Joel Edmundson,STL,31,,1,,8,,9,,-2,,37,,64,,39,,0,,0,,N/A,,0,,0,,0,,0,,0,,38,,0.026,
 Chris Wideman,OTT,36,,1,,8,,9,,4,,27,,36,,25,,0,,0,,N/A,,0,,2,,0,,0,,1,,48,,0.021,
 Kyle Quincey,NJD,42,,2,,7,,9,,3,,31,,63,,59,,0,,0,,N/A,,0,,0,,0,,0,,0,,46,,0.043,
 Jonathan Ericsson,DET,40,,1,,7,,8,,-1,,57,,73,,26,,0,,0,,N/A,,0,,0,,0,,0,,0,,38,,0.026,
 Stephen Johns,DAL,30,,4,,4,,8,,0,,19,,86,,58,,0,,0,,N/A,,0,,0,,0,,0,,1,,39,,0.103,
 David Schlemko,SAN,31,,1,,7,,8,,2,,8,,22,,46,,0,,0,,N/A,,1,,2,,0,,0,,0,,61,,0.016,
 Deryk Engelland,CGY,46,,1,,7,,8,,8,,50,,79,,72,,1,,0,,1,,0,,0,,0,,0,,1,,60,,0.017,
 Alexander Edler,VAN,30,,1,,7,,8,,-6,,8,,59,,72,,2,,1,,0.667,,1,,1,,0,,0,,0,,53,,0.019,
 Jake McCabe,BUF,42,,0,,8,,8,,1,,20,,49,,64,,0,,0,,N/A,,0,,1,,0,,0,,0,,38,,0,
 Adam Larsson,EDM,44,,2,,6,,8,,1,,28,,130,,76,,0,,0,,N/A,,0,,0,,0,,0,,0,,47,,0.043,
 Jay Bouwmeester,STL,43,,1,,7,,8,,-7,,18,,37,,50,,0,,0,,N/A,,0,,0,,0,,0,,0,,50,,0.02,
 Denis Malgin,FLA,39,,4,,4,,8,,-1,,8,,24,,10,,57,,107,,0.348,,1,,0,,0,,0,,1,,51,,0.078,
 Drake Caggiula,EDM,27,,3,,5,,8,,-1,,4,,49,,4,,53,,80,,0.399,,1,,2,,0,,0,,0,,35,,0.086,
 Curtis McKenzie,DAL,28,,3,,5,,8,,3,,42,,53,,16,,2,,2,,0.5,,0,,0,,0,,0,,1,,43,,0.07,
 Dan Girardi,NYR,40,,3,,5,,8,,4,,10,,70,,107,,0,,0,,N/A,,0,,0,,0,,1,,3,,39,,0.077,
 Benoit Pouliot,EDM,40,,5,,3,,8,,-4,,28,,21,,23,,4,,9,,0.308,,0,,0,,0,,0,,1,,48,,0.104,
 Marian Gaborik,LOS,21,,3,,5,,8,,0,,4,,12,,3,,0,,1,,0,,1,,1,,0,,0,,0,,47,,0.064,
 Scottie Upshall,STL,39,,4,,4,,8,,-8,,23,,41,,8,,1,,3,,0.25,,0,,0,,0,,0,,1,,37,,0.108,
 Matt Irwin,NAS,37,,3,,5,,8,,15,,10,,83,,60,,0,,0,,N/A,,0,,0,,0,,0,,1,,55,,0.055,
 Connor Murphy,ARI,38,,0,,8,,8,,-15,,27,,89,,47,,0,,0,,N/A,,0,,0,,0,,0,,0,,35,,0,
 Blake Comeau,COL,37,,6,,2,,8,,-9,,40,,70,,13,,81,,96,,0.458,,2,,0,,1,,0,,0,,51,,0.118,
 Nick Shore,LOS,42,,4,,4,,8,,0,,18,,35,,13,,182,,219,,0.454,,0,,0,,1,,0,,1,,50,,0.08,
 Fedor Tyutin,COL,35,,1,,7,,8,,-17,,18,,69,,43,,0,,0,,N/A,,0,,0,,0,,0,,0,,24,,0.042,
 Joakim Nordstrom,CAR,43,,3,,5,,8,,-1,,8,,57,,27,,3,,12,,0.2,,0,,0,,1,,0,,1,,61,,0.049,
 Beau Bennett,NJD,37,,2,,6,,8,,-6,,14,,43,,7,,3,,8,,0.273,,1,,1,,0,,0,,0,,60,,0.033,
 Riley Nash,BOS,46,,2,,6,,8,,-3,,8,,28,,15,,179,,173,,0.509,,0,,0,,0,,1,,0,,66,,0.03,
 Jesse Puljujarvi,EDM,28,,1,,7,,8,,5,,10,,11,,10,,0,,1,,0,,1,,0,,0,,0,,0,,41,,0.024,
 Joseph Cramarossa,ANA,33,,3,,4,,7,,-2,,42,,73,,17,,2,,0,,1,,0,,0,,0,,1,,0,,21,,0.143,
 Miles Wood,NJD,25,,5,,2,,7,,-4,,22,,29,,8,,1,,0,,1,,0,,0,,0,,0,,0,,39,,0.128,
 Pavel Zacha,NJD,36,,2,,5,,7,,-12,,17,,31,,16,,117,,150,,0.438,,1,,2,,0,,0,,0,,36,,0.056,
 Andrew Copp,WPG,33,,4,,3,,7,,-1,,8,,47,,15,,49,,63,,0.438,,0,,0,,1,,0,,1,,35,,0.114,
 Patrick Sharp,DAL,18,,2,,5,,7,,-5,,17,,17,,8,,9,,10,,0.474,,0,,0,,1,,0,,0,,47,,0.043,
 Chris Kelly,OTT,41,,2,,5,,7,,-4,,10,,38,,27,,140,,182,,0.435,,0,,0,,0,,0,,1,,42,,0.048,
 Tyler Motte,CHI,33,,4,,3,,7,,2,,14,,27,,24,,4,,6,,0.4,,0,,0,,0,,0,,0,,46,,0.087,
 Tommy Wingels,SAN,32,,4,,3,,7,,-3,,13,,57,,19,,58,,85,,0.406,,0,,0,,0,,0,,2,,38,,0.105,
 Shea Theodore,ANA,23,,1,,6,,7,,-7,,18,,9,,20,,0,,0,,N/A,,1,,0,,0,,1,,0,,39,,0.026,
 Esa Lindell,DAL,35,,4,,3,,7,,7,,8,,55,,57,,0,,1,,0,,0,,1,,0,,0,,2,,46,,0.087,
 Devante Smith-Pelly,NJD,38,,2,,5,,7,,-10,,8,,65,,16,,29,,30,,0.492,,0,,2,,0,,0,,0,,57,,0.035,
 Brendan Perlini,ARI,17,,6,,1,,7,,-6,,6,,13,,4,,1,,0,,1,,1,,0,,0,,0,,1,,31,,0.194,
 Eric Fehr,PIT,35,,5,,2,,7,,-1,,6,,46,,25,,32,,30,,0.516,,0,,0,,0,,0,,2,,44,,0.114,
 Mark Pysyk,FLA,45,,1,,6,,7,,2,,8,,34,,54,,0,,1,,0,,0,,0,,0,,0,,0,,49,,0.02,
 Josh Morrissey,WPG,46,,1,,6,,7,,3,,24,,75,,63,,0,,0,,N/A,,0,,0,,0,,0,,1,,45,,0.022,
 Cedric Paquette,TAM,36,,3,,4,,7,,-6,,46,,96,,22,,118,,133,,0.47,,0,,0,,0,,0,,0,,42,,0.071,
 Brett Connolly,WAS,28,,6,,1,,7,,5,,24,,47,,5,,4,,6,,0.4,,1,,0,,0,,0,,0,,36,,0.167,
 Markus Nutivaara,COB,42,,2,,5,,7,,4,,4,,25,,24,,0,,0,,N/A,,0,,0,,0,,0,,0,,40,,0.05,
 Daniel Carr,MON,28,,1,,6,,7,,3,,6,,18,,10,,2,,1,,0.667,,0,,0,,0,,0,,1,,39,,0.026,
 Karl Alzner,WAS,42,,3,,4,,7,,16,,16,,53,,78,,0,,0,,N/A,,0,,0,,0,,0,,0,,43,,0.07,
 Oscar Lindberg,NYR,29,,1,,6,,7,,-1,,16,,43,,17,,133,,130,,0.506,,0,,1,,0,,0,,0,,42,,0.024,
 Darren Helm,DET,17,,4,,3,,7,,6,,8,,21,,6,,106,,83,,0.561,,2,,0,,0,,1,,1,,28,,0.143,
 Johnny Oduya,DAL,34,,1,,6,,7,,2,,10,,19,,78,,0,,0,,N/A,,0,,0,,0,,0,,0,,22,,0.045,
 Nick Lappin,NJD,35,,4,,3,,7,,-10,,17,,32,,8,,2,,4,,0.333,,0,,0,,0,,0,,0,,47,,0.085,
 Brian Dumoulin,PIT,35,,0,,7,,7,,-8,,10,,61,,45,,0,,0,,N/A,,0,,2,,0,,0,,0,,45,,0,
 Shawn Matthias,WPG,21,,6,,1,,7,,2,,6,,19,,8,,3,,6,,0.333,,0,,0,,1,,0,,1,,32,,0.188,
 Matt Calvert,COB,36,,5,,2,,7,,3,,40,,31,,23,,2,,11,,0.154,,0,,0,,2,,0,,1,,50,,0.1,
 Jack Skille,VAN,37,,4,,3,,7,,-1,,8,,53,,12,,0,,0,,N/A,,0,,0,,0,,0,,0,,44,,0.091,
 Tom Wilson,WAS,42,,3,,4,,7,,9,,38,,102,,19,,0,,4,,0,,0,,0,,0,,0,,0,,40,,0.075,
 Jakob Chychrun,ARI,33,,1,,6,,7,,-4,,37,,49,,55,,0,,0,,N/A,,0,,0,,0,,0,,0,,35,,0.029,
 Ryan Sproul,DET,21,,1,,5,,6,,-5,,4,,8,,11,,0,,0,,N/A,,1,,2,,0,,0,,0,,39,,0.026,
 Kyle Clifford,LOS,36,,2,,4,,6,,0,,57,,75,,2,,1,,1,,0.5,,0,,0,,0,,0,,0,,61,,0.033,
 Andrej Sustr,TAM,43,,1,,5,,6,,-12,,29,,26,,55,,0,,0,,N/A,,0,,0,,0,,0,,1,,55,,0.018,
 Danny DeKeyser,DET,43,,2,,4,,6,,-14,,17,,52,,90,,0,,0,,N/A,,0,,0,,0,,0,,1,,43,,0.047,
 Xavier Ouellet,DET,28,,1,,5,,6,,4,,36,,26,,41,,0,,1,,0,,0,,0,,0,,0,,0,,39,,0.026,
 Nikita Zadorov,COL,40,,0,,6,,6,,-13,,47,,102,,49,,0,,0,,N/A,,0,,1,,0,,0,,0,,33,,0,
 Ryan Reaves,STL,41,,2,,4,,6,,1,,38,,98,,7,,0,,0,,N/A,,0,,0,,0,,0,,1,,29,,0.069,
 Michal Kempny,CHI,30,,2,,4,,6,,-2,,18,,56,,37,,0,,0,,N/A,,0,,0,,0,,0,,0,,37,,0.054,
 Marc Staal,NYR,40,,3,,3,,6,,10,,22,,42,,55,,0,,0,,N/A,,0,,0,,0,,1,,0,,44,,0.068,
 Jyrki Jokipakka,CGY,32,,1,,5,,6,,-1,,12,,20,,25,,0,,0,,N/A,,0,,0,,0,,0,,0,,21,,0.048,
 Jayson Megna,VAN,27,,3,,3,,6,,0,,4,,34,,8,,0,,1,,0,,0,,1,,0,,0,,0,,33,,0.091,
 Peter Holland,ARI,22,,1,,5,,6,,-6,,10,,17,,2,,102,,128,,0.443,,0,,0,,0,,0,,0,,39,,0.026,
 Jason Garrison,TAM,42,,1,,5,,6,,-10,,8,,49,,59,,0,,0,,N/A,,0,,0,,0,,0,,0,,52,,0.019,
 Michael Stone,ARI,30,,0,,6,,6,,-10,,6,,65,,68,,1,,0,,1,,0,,3,,0,,0,,0,,37,,0,
 Jordan Schroeder,MIN,11,,3,,3,,6,,1,,0,,9,,4,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0.231,
 Jay McClement,CAR,43,,4,,2,,6,,-3,,14,,35,,30,,182,,186,,0.495,,0,,0,,0,,0,,1,,26,,0.154,
 Justin Braun,SAN,43,,2,,4,,6,,-8,,14,,69,,74,,0,,0,,N/A,,0,,0,,0,,0,,0,,48,,0.042,
 Hampus Lindholm,ANA,32,,2,,4,,6,,9,,22,,48,,41,,0,,0,,N/A,,0,,2,,0,,0,,2,,43,,0.047,
 Matt Puempel,NYR,26,,5,,1,,6,,-8,,9,,21,,6,,0,,1,,0,,3,,0,,0,,0,,1,,29,,0.172,
 Ben Chiarot,WPG,43,,0,,6,,6,,-5,,14,,54,,62,,0,,0,,N/A,,0,,0,,0,,0,,0,,28,,0,
 Taylor Fedun,BUF,14,,0,,6,,6,,4,,6,,3,,9,,0,,0,,N/A,,0,,3,,0,,0,,0,,17,,0,
 Colton Sissons,NAS,33,,5,,1,,6,,4,,2,,60,,17,,87,,91,,0.489,,0,,0,,1,,0,,0,,20,,0.25,
 Drew Miller,DET,32,,5,,1,,6,,-10,,14,,42,,27,,1,,0,,1,,0,,0,,0,,0,,1,,30,,0.167,
 Frank Vatrano,BOS,12,,3,,3,,6,,0,,2,,20,,4,,0,,0,,N/A,,1,,1,,0,,0,,0,,32,,0.094,
 Jamie Oleksiak,DAL,20,,5,,1,,6,,3,,18,,28,,27,,0,,0,,N/A,,0,,0,,0,,1,,1,,21,,0.238,
 Adam Cracknell,DAL,38,,4,,2,,6,,8,,2,,49,,23,,56,,55,,0.505,,0,,0,,0,,0,,2,,51,,0.078,
 Riley Sheahan,DET,41,,0,,6,,6,,-16,,12,,42,,20,,115,,93,,0.553,,0,,1,,0,,0,,0,,67,,0,
 Colin Miller,BOS,34,,3,,3,,6,,-1,,25,,37,,22,,0,,0,,N/A,,1,,0,,0,,0,,0,,55,,0.055,
 Dennis Rasmussen,CHI,42,,3,,3,,6,,-5,,8,,37,,33,,84,,110,,0.433,,0,,0,,0,,0,,0,,44,,0.068,
 Pierre-Edouard Bellemare,PHI,45,,3,,3,,6,,-2,,2,,45,,38,,278,,272,,0.505,,0,,0,,0,,1,,0,,65,,0.046,
 Connor Carrick,TOR,37,,2,,4,,6,,4,,30,,38,,48,,0,,0,,N/A,,1,,0,,0,,0,,0,,54,,0.037,
 Nail Yakupov,STL,25,,3,,3,,6,,-3,,10,,18,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,20,,0.15,
 Alexei Emelin,MON,42,,2,,4,,6,,8,,39,,143,,76,,0,,0,,N/A,,0,,0,,0,,0,,0,,48,,0.042,
 Erik Gudbranson,VAN,30,,1,,5,,6,,-14,,18,,66,,44,,0,,0,,N/A,,0,,0,,0,,0,,1,,40,,0.025,
 Adam Clendening,NYR,13,,1,,5,,6,,3,,8,,6,,9,,0,,0,,N/A,,1,,1,,0,,0,,0,,15,,0.067,
 Nikita Tryamkin,VAN,34,,1,,4,,5,,3,,35,,82,,41,,0,,0,,N/A,,0,,0,,0,,0,,0,,34,,0.029,
 Ryan Murray,COB,37,,0,,5,,5,,2,,20,,9,,52,,0,,0,,N/A,,0,,1,,0,,1,,0,,28,,0,
 Cody Ceci,OTT,41,,1,,4,,5,,-11,,10,,72,,89,,1,,0,,1,,0,,0,,0,,1,,0,,73,,0.014,
 Sven Andrighetto,MON,13,,1,,4,,5,,4,,2,,16,,7,,0,,0,,N/A,,0,,1,,0,,0,,0,,15,,0.067,
 Alexey Marchenko,DET,27,,0,,5,,5,,2,,12,,6,,42,,0,,0,,N/A,,0,,0,,0,,1,,0,,24,,0,
 Brad Hunt,STL,9,,1,,4,,5,,-2,,2,,0,,1,,0,,0,,N/A,,1,,1,,0,,0,,0,,12,,0.083,
 Seth Griffith,FLA,24,,0,,5,,5,,6,,8,,30,,5,,2,,6,,0.25,,0,,1,,0,,0,,0,,21,,0,
 Darnell Nurse,EDM,25,,3,,2,,5,,-3,,17,,60,,25,,0,,0,,N/A,,0,,0,,0,,0,,0,,43,,0.07,
 Greg Pateryn,MON,19,,1,,4,,5,,1,,2,,30,,37,,0,,0,,N/A,,0,,0,,0,,0,,0,,19,,0.053,
 William Carrier,BUF,28,,3,,2,,5,,2,,17,,82,,5,,1,,1,,0.5,,0,,0,,0,,0,,1,,32,,0.094,
 Kevin Bieksa,ANA,45,,2,,3,,5,,-1,,39,,100,,52,,0,,0,,N/A,,1,,1,,0,,0,,0,,55,,0.036,
 Garnet Hathaway,CGY,24,,1,,4,,5,,2,,44,,51,,14,,10,,9,,0.526,,0,,0,,0,,0,,0,,19,,0.053,
 Jordan Nolan,LOS,33,,2,,3,,5,,-3,,40,,44,,3,,2,,4,,0.333,,0,,0,,0,,0,,0,,27,,0.074,
 Alex Petrovic,FLA,16,,1,,4,,5,,8,,6,,31,,16,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0.071,
 Christian Folin,MIN,30,,1,,4,,5,,11,,20,,46,,36,,0,,0,,N/A,,0,,0,,0,,0,,0,,23,,0.043,
 Jiri Hudler,DAL,19,,2,,3,,5,,2,,4,,6,,2,,1,,2,,0.333,,0,,0,,0,,0,,1,,15,,0.133,
 Tom Gilbert,LOS,17,,1,,4,,5,,-3,,6,,10,,27,,0,,0,,N/A,,0,,1,,0,,0,,0,,12,,0.083,
 Kris Russell,EDM,38,,0,,5,,5,,3,,15,,44,,106,,0,,0,,N/A,,0,,0,,0,,0,,0,,44,,0,
 Tom Kuhnhackl,PIT,25,,2,,3,,5,,3,,8,,39,,17,,1,,1,,0.5,,0,,0,,0,,0,,0,,19,,0.105,
 Andrej Nestrasil,CAR,18,,1,,4,,5,,-3,,2,,10,,6,,3,,6,,0.333,,0,,0,,0,,0,,0,,25,,0.04,
 Joel Eriksson Ek,MIN,9,,2,,3,,5,,2,,2,,14,,5,,21,,35,,0.375,,0,,0,,0,,0,,1,,7,,0.286,
 Zach Redmond,MON,10,,0,,5,,5,,7,,2,,21,,10,,0,,0,,N/A,,0,,0,,0,,0,,0,,8,,0,
 Braydon Coburn,TAM,42,,1,,4,,5,,0,,24,,58,,37,,0,,0,,N/A,,0,,0,,0,,0,,0,,49,,0.02,
 Christopher Tanev,VAN,20,,0,,5,,5,,5,,6,,5,,35,,0,,0,,N/A,,0,,0,,0,,0,,0,,11,,0,
 Brendan Smith,DET,24,,2,,3,,5,,0,,26,,33,,24,,0,,0,,N/A,,1,,2,,0,,0,,1,,32,,0.063,
 Matt Beleskey,BOS,24,,2,,3,,5,,-6,,23,,62,,12,,26,,39,,0.4,,0,,2,,0,,0,,0,,44,,0.045,
 Ryan White,ARI,30,,2,,3,,5,,-7,,60,,98,,18,,35,,46,,0.432,,0,,0,,0,,0,,1,,22,,0.091,
 Marc Methot,OTT,37,,0,,5,,5,,12,,10,,77,,45,,0,,0,,N/A,,0,,0,,0,,0,,0,,47,,0,
 Tyler Myers,WPG,11,,2,,3,,5,,5,,13,,12,,21,,0,,0,,N/A,,0,,0,,0,,1,,0,,16,,0.125,
 Micheal Haley,SAN,29,,0,,5,,5,,2,,51,,68,,10,,17,,32,,0.347,,0,,0,,0,,0,,0,,20,,0,
 Dale Weise,PHI,40,,2,,3,,5,,-3,,15,,81,,11,,1,,0,,1,,1,,1,,0,,0,,1,,50,,0.04,
 John-Michael Liles,BOS,25,,0,,5,,5,,-1,,4,,16,,33,,1,,0,,1,,0,,3,,0,,0,,0,,22,,0,
 Joel Armia,WPG,21,,2,,3,,5,,-4,,10,,20,,7,,2,,4,,0.333,,0,,0,,0,,0,,0,,42,,0.048,
 Martin Marincin,TOR,16,,1,,4,,5,,-1,,4,,17,,17,,0,,0,,N/A,,0,,0,,0,,0,,0,,14,,0.071,
 Derek Dorsett,VAN,14,,1,,3,,4,,-6,,33,,35,,6,,1,,0,,1,,0,,0,,0,,0,,0,,24,,0.042,
 Greg McKegg,FLA,23,,2,,2,,4,,-3,,6,,25,,9,,22,,21,,0.512,,0,,0,,0,,0,,0,,20,,0.1,
 Michael Chaput,VAN,32,,1,,3,,4,,-5,,17,,31,,8,,122,,115,,0.515,,0,,0,,0,,0,,0,,18,,0.056,
 Brandon Tanev,WPG,35,,2,,2,,4,,-5,,24,,89,,27,,1,,0,,1,,0,,0,,0,,0,,1,,43,,0.047,
 Nick Jensen,DET,10,,0,,4,,4,,2,,2,,10,,11,,0,,0,,N/A,,0,,0,,0,,0,,0,,16,,0,
 Trevor van Riemsdyk,CHI,21,,1,,3,,4,,4,,6,,9,,30,,0,,0,,N/A,,0,,0,,0,,0,,0,,26,,0.038,
 Chris Terry,MON,14,,2,,2,,4,,-1,,4,,10,,1,,1,,1,,0.5,,0,,0,,0,,0,,0,,15,,0.133,
 Slater Koekkoek,TAM,29,,0,,4,,4,,-4,,8,,25,,27,,0,,0,,N/A,,0,,0,,0,,0,,0,,27,,0,
 Lance Bouma,CGY,28,,2,,2,,4,,-1,,15,,70,,19,,1,,5,,0.167,,0,,0,,0,,0,,1,,24,,0.083,
 Ryan Callahan,TAM,18,,2,,2,,4,,-4,,23,,48,,13,,5,,4,,0.556,,0,,0,,0,,0,,1,,22,,0.091,
 Yannick Weber,NAS,42,,1,,3,,4,,8,,21,,44,,32,,0,,0,,N/A,,0,,0,,0,,0,,1,,39,,0.026,
 Jared McCann,FLA,23,,1,,3,,4,,2,,2,,20,,6,,32,,43,,0.427,,0,,0,,0,,0,,0,,35,,0.029,
 Nick Schultz,PHI,13,,0,,4,,4,,-1,,6,,22,,29,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0,
 Lawson Crouse,ARI,38,,2,,2,,4,,-11,,32,,92,,17,,0,,1,,0,,0,,0,,0,,0,,1,,41,,0.049,
 Joe Colborne,COL,32,,3,,1,,4,,-13,,14,,48,,7,,38,,56,,0.404,,2,,0,,0,,0,,0,,29,,0.103,
 Ben Lovejoy,NJD,44,,1,,3,,4,,-10,,16,,53,,82,,0,,0,,N/A,,0,,0,,0,,0,,1,,45,,0.022,
 Brendan Gaunce,VAN,39,,0,,4,,4,,0,,27,,55,,8,,68,,68,,0.5,,0,,0,,0,,0,,0,,30,,0,
 Nikita Soshnikov,TOR,31,,1,,3,,4,,0,,6,,60,,17,,2,,12,,0.143,,0,,1,,0,,0,,0,,39,,0.026,
 Olli Maatta,PIT,40,,0,,4,,4,,10,,8,,51,,75,,0,,0,,N/A,,0,,0,,0,,0,,0,,49,,0,
 Dylan DeMelo,SAN,14,,1,,3,,4,,0,,8,,18,,14,,0,,0,,N/A,,0,,0,,0,,0,,0,,17,,0.059,
 Brenden Dillon,SAN,42,,0,,4,,4,,-7,,33,,101,,40,,0,,0,,N/A,,0,,0,,0,,0,,0,,39,,0,
 Derek Grant,NAS,37,,0,,4,,4,,-3,,24,,23,,23,,165,,153,,0.519,,0,,0,,0,,0,,0,,32,,0,
 Roman Lyubimov,PHI,31,,3,,1,,4,,-1,,6,,22,,11,,0,,5,,0,,0,,0,,0,,0,,0,,30,,0.1,
 Marco Scandella,MIN,30,,2,,2,,4,,1,,12,,21,,40,,0,,0,,N/A,,0,,0,,0,,0,,0,,40,,0.05,
 J.T. Brown,TAM,35,,2,,2,,4,,-7,,50,,60,,16,,11,,25,,0.306,,0,,0,,1,,0,,1,,39,,0.051,
 Kyle Connor,WPG,19,,1,,3,,4,,-8,,4,,1,,8,,1,,1,,0.5,,0,,2,,0,,0,,1,,21,,0.048,
 Jake Guentzel,PIT,5,,3,,1,,4,,1,,2,,12,,2,,2,,2,,0.5,,0,,0,,0,,0,,0,,8,,0.375,
 Nick Schmaltz,CHI,26,,1,,3,,4,,-3,,2,,12,,10,,47,,99,,0.322,,0,,1,,0,,0,,0,,16,,0.063,
 Sergey Kalinin,NJD,35,,2,,2,,4,,-12,,13,,45,,16,,45,,70,,0.391,,0,,0,,0,,0,,0,,33,,0.061,
 Michael McCarron,MON,15,,1,,3,,4,,1,,16,,38,,5,,38,,56,,0.404,,0,,0,,0,,0,,0,,19,,0.053,
 Steve Ott,DET,37,,2,,2,,4,,-7,,56,,80,,13,,97,,66,,0.595,,0,,0,,0,,0,,0,,30,,0.067,
 Matt Tennyson,CAR,27,,0,,4,,4,,0,,0,,30,,29,,0,,0,,N/A,,0,,0,,0,,0,,0,,24,,0,
 Yohann Auvitu,NJD,25,,2,,2,,4,,1,,2,,20,,9,,0,,0,,N/A,,0,,1,,0,,0,,0,,54,,0.037,
 Roman Polak,TOR,36,,2,,2,,4,,0,,32,,114,,57,,0,,1,,0,,0,,0,,0,,0,,0,,28,,0.071,
 Jon Merrill,NJD,21,,1,,3,,4,,-2,,12,,17,,31,,0,,0,,N/A,,0,,0,,0,,0,,0,,17,,0.059,
 Philip Larsen,VAN,17,,0,,4,,4,,-9,,4,,5,,15,,0,,0,,N/A,,0,,2,,0,,0,,0,,25,,0,
 Anton Slepyshev,EDM,17,,2,,2,,4,,4,,2,,23,,3,,0,,0,,N/A,,0,,0,,0,,0,,0,,27,,0.074,
 Anton Lander,EDM,20,,1,,3,,4,,3,,6,,24,,7,,74,,58,,0.561,,0,,0,,0,,0,,0,,8,,0.125,
 Mark Barberio,MON,20,,0,,4,,4,,1,,6,,8,,21,,0,,0,,N/A,,0,,1,,0,,0,,0,,23,,0,
 Gustav Forsling,CHI,32,,1,,3,,4,,4,,2,,14,,16,,0,,0,,N/A,,0,,1,,0,,0,,0,,39,,0.026,
 Korbinian Holzer,ANA,15,,0,,4,,4,,-4,,6,,37,,15,,0,,0,,N/A,,0,,0,,0,,0,,0,,9,,0,
 Scott Mayfield,NYI,4,,1,,3,,4,,3,,17,,3,,5,,0,,0,,N/A,,0,,0,,0,,0,,0,,5,,0.2,
 Matt Martin,TOR,41,,2,,2,,4,,1,,77,,154,,11,,0,,7,,0,,0,,0,,0,,0,,0,,31,,0.065,
 Shane Harper,FLA,14,,2,,1,,3,,-1,,18,,19,,0,,0,,0,,N/A,,0,,0,,0,,0,,0,,13,,0.154,
 Jimmy Hayes,BOS,36,,2,,1,,3,,-4,,24,,50,,7,,4,,11,,0.267,,0,,0,,0,,0,,1,,57,,0.035,
 Chris Thorburn,WPG,33,,3,,0,,3,,-4,,65,,54,,19,,9,,12,,0.429,,0,,0,,1,,0,,0,,20,,0.15,
 Ben Smith,TOR,28,,2,,1,,3,,-2,,4,,21,,28,,169,,149,,0.531,,0,,0,,0,,0,,0,,25,,0.08,
 Eric Gryba,EDM,24,,1,,2,,3,,-4,,36,,91,,24,,0,,0,,N/A,,0,,0,,0,,0,,1,,29,,0.034,
